birrtstar best cost max,birrtstar best cost mean,birrtstar best cost min,birrtstar best cost std,birrtstar configCheckTime,birrtstar connectTime,birrtstar knnTime,birrtstar numEdgeChecks,birrtstar numMilestones,birrtstar shortestPathsTime,birrtstar success fraction,birrtstar time,fmmstar best cost max,fmmstar best cost mean,fmmstar best cost min,fmmstar best cost std,fmmstar gridSize max,fmmstar gridSize mean,fmmstar gridSize min,fmmstar gridSize std,fmmstar numMilestones,fmmstar success fraction,fmmstar time,lazy_birrgstar best cost max,lazy_birrgstar best cost mean,lazy_birrgstar best cost min,lazy_birrgstar best cost std,lazy_birrgstar configCheckTime,lazy_birrgstar connectTime,lazy_birrgstar knnTime,lazy_birrgstar lazyPathCheckTime,lazy_birrgstar numEdgeChecks,lazy_birrgstar numEdgesPrechecked,lazy_birrgstar numMilestones,lazy_birrgstar shortestPathsTime,lazy_birrgstar success fraction,lazy_birrgstar time,lazy_prmstar best cost max,lazy_prmstar best cost mean,lazy_prmstar best cost min,lazy_prmstar best cost std,lazy_prmstar configCheckTime,lazy_prmstar connectTime,lazy_prmstar knnTime,lazy_prmstar lazyPathCheckTime,lazy_prmstar numEdgeChecks,lazy_prmstar numEdgesPrechecked,lazy_prmstar numMilestones,lazy_prmstar shortestPathsTime,lazy_prmstar success fraction,lazy_prmstar time,lazy_rrgstar best cost max,lazy_rrgstar best cost mean,lazy_rrgstar best cost min,lazy_rrgstar best cost std,lazy_rrgstar configCheckTime,lazy_rrgstar connectTime,lazy_rrgstar knnTime,lazy_rrgstar lazyPathCheckTime,lazy_rrgstar numEdgeChecks,lazy_rrgstar numEdgesPrechecked,lazy_rrgstar numMilestones,lazy_rrgstar shortestPathsTime,lazy_rrgstar success fraction,lazy_rrgstar time,prmstar best cost max,prmstar best cost mean,prmstar best cost min,prmstar best cost std,prmstar configCheckTime,prmstar connectTime,prmstar knnTime,prmstar numEdgeChecks,prmstar numMilestones,prmstar shortestPathsTime,prmstar success fraction,prmstar time,restart_rrt best cost max,restart_rrt best cost mean,restart_rrt best cost min,restart_rrt best cost std,restart_rrt numMilestones,restart_rrt success fraction,restart_rrt time,restart_rrt_shortcut best cost max,restart_rrt_shortcut best cost mean,restart_rrt_shortcut best cost min,restart_rrt_shortcut best cost std,restart_rrt_shortcut numMilestones,restart_rrt_shortcut success fraction,restart_rrt_shortcut time,restart_sbl best cost max,restart_sbl best cost mean,restart_sbl best cost min,restart_sbl best cost std,restart_sbl numMilestones,restart_sbl success fraction,restart_sbl time,restart_sbl_shortcut best cost max,restart_sbl_shortcut best cost mean,restart_sbl_shortcut best cost min,restart_sbl_shortcut best cost std,restart_sbl_shortcut numMilestones,restart_sbl_shortcut success fraction,restart_sbl_shortcut time,rrtstar best cost max,rrtstar best cost mean,rrtstar best cost min,rrtstar best cost std,rrtstar configCheckTime,rrtstar connectTime,rrtstar knnTime,rrtstar numEdgeChecks,rrtstar numMilestones,rrtstar shortestPathsTime,rrtstar success fraction,rrtstar time,rrtstar_subopt_0.1 best cost max,rrtstar_subopt_0.1 best cost mean,rrtstar_subopt_0.1 best cost min,rrtstar_subopt_0.1 best cost std,rrtstar_subopt_0.1 configCheckTime,rrtstar_subopt_0.1 connectTime,rrtstar_subopt_0.1 knnTime,rrtstar_subopt_0.1 numEdgeChecks,rrtstar_subopt_0.1 numMilestones,rrtstar_subopt_0.1 shortestPathsTime,rrtstar_subopt_0.1 success fraction,rrtstar_subopt_0.1 time,rrtstar_subopt_0.2 best cost max,rrtstar_subopt_0.2 best cost mean,rrtstar_subopt_0.2 best cost min,rrtstar_subopt_0.2 best cost std,rrtstar_subopt_0.2 configCheckTime,rrtstar_subopt_0.2 connectTime,rrtstar_subopt_0.2 knnTime,rrtstar_subopt_0.2 numEdgeChecks,rrtstar_subopt_0.2 numMilestones,rrtstar_subopt_0.2 shortestPathsTime,rrtstar_subopt_0.2 success fraction,rrtstar_subopt_0.2 time
inf,1.596835,1.4758,0.121035,0.0045862708860998115,2.9087273309805912,0.085670464578688835,685.70699905177628,236.21150042667796,0.0045689307602575875,0.20000000000000001,3.0000000000000013,1.3241854583315789,1.3241854583315789,1.3241854583315789,0.0,344264.2706389887,344264.2706389887,344264.2706389887,0.0,2.0,1.0,3.0000000000000013,1.45593,1.3851399165785099,1.31932,0.045209537193693985,0.026810797718800749,0.51826229432044768,2.2357576427118673,0.18755004060057431,300.8382857994057,250.08593537406506,1284.3857073172392,0.11686449284054375,1.0,3.0000000000000013,1.4959865969492059,1.3918469943067429,1.28195,0.069670869801861074,0.041485409819520917,1.3144563483584297,1.1484532809492598,0.46360032513537136,121.94191552833654,64.464606825608456,1792.7362748442706,1.1108896479575061,1.0,3.0000000000000013,1.45686,1.3635800748666025,1.28961,0.054150015823234775,0.026896902008703778,0.55338770217562838,0.60184575908896032,0.13464940743341763,304.7293967745656,255.73546114541392,1253.4957053285341,0.083099235900028851,1.0,3.0000000000000013,inf,1.7962816399974295,1.58729,0.14794333772449769,0.00098173198059233824,2.9972805442882544,0.0015943893326213071,374.53897591115071,48.378099076442361,0.0011579958828866388,0.29999999999999999,3.0000000000000013,2.52751,2.0394950823482425,1.79522,0.22369400450415888,64.010661267352191,1.0,3.0000000000000013,inf,1.4184479412060598,1.14695,0.15696626724177937,248.95968881385065,0.90000000000000002,3.0000000000000013,2.62329,2.0716619999999999,1.59868,0.34120485948473822,56.953380377082816,1.0,3.0000000000000013,1.596019673945783,1.3778239028693886,1.17209,0.13930916819564299,734.79999999999995,1.0,3.0000000000000013,1.72018,1.503436,1.35926,0.099812481804632036,0.011504449970746847,2.6100074647632003,0.37404745135333345,927.91950789626787,371.92984193548995,0.0048704997303752329,1.0,3.0000000000000013,inf,1.6458923924574269,1.49455,0.1674572150230316,0.0084649842891181652,2.7300959857228433,0.2590221953427353,824.17527744629865,424.2612132873378,0.018462625020717285,0.69999999999999996,3.0000000000000013,inf,1.6010787499999999,1.40368,0.14214961382619898,0.011791591484102939,2.4970851795869367,0.48567970005373695,979.45254598180986,583.44250382466646,0.026329751924393054,0.80000000000000004,3.0000000000000013
inf,1.596835,1.4758,0.121035,0.0047795600340625032,3.0018336284884581,0.092324771013411452,710.30753412881108,245.53117887595249,0.0047864167004788225,0.20000000000000001,3.1000000000000014,1.3219365770304048,1.3219365770304048,1.3219365770304048,0.0,358785.91923166753,358785.91923166753,358785.91923166753,0.0,2.0,1.0,3.1000000000000014,1.45593,1.3780806936565853,1.31932,0.042345128328381582,0.027381803232021707,0.52612902816917861,2.3221409205816457,0.19224369961143248,303.33231839409206,251.37761181543618,1309.4105167526641,0.12156088497590714,1.0,3.1000000000000014,1.4846101696234049,1.3865184483698627,1.28195,0.070057567157081876,0.042375811451340555,1.3553114591533926,1.1967889296660057,0.46922785743406176,123.32585411761218,65.264956047625702,1831.2701468994824,1.1471215551185598,1.0,3.1000000000000014,1.45686,1.3634152898506553,1.28961,0.053934415338236751,0.027494297668402334,0.55776174348736485,0.62576094329305343,0.13644465887446519,306.96430639633888,257.04646513262003,1279.3110518522938,0.085634707964147849,1.0,3.1000000000000014,inf,1.7955066666666666,1.58729,0.14735417296055403,0.0010060276161258301,3.0971916731053097,0.0016551606503733228,387.40096488260053,49.364432948004698,0.0012086568241282581,0.29999999999999999,3.1000000000000014,2.52751,2.035174,1.76608,0.22846556971237475,93.772929859568606,1.0,3.1000000000000014,1.7771422007790338,1.4542498167594011,1.14695,0.18376248651679075,260.57379775685001,1.0,3.1000000000000014,2.62329,2.0716619999999999,1.59868,0.34120485948473822,87.309022408470767,1.0,3.1000000000000014,1.5960121438253012,1.37728329069042,1.17209,0.13932462969219037,734.74736842105256,1.0,3.1000000000000014,1.6648372675606393,1.4938468141977694,1.35926,0.08678998880880219,0.011851497053784412,2.6800774900603366,0.40340407666296763,959.79778537084167,385.80909440914922,0.005081886988503188,1.0,3.1000000000000014,inf,1.6405135416115082,1.49455,0.16778812356932851,0.0088637638932390871,2.8059589002878704,0.28259799892107551,859.26765883323458,443.95491099886965,0.019503589089085928,0.69999999999999996,3.1000000000000014,inf,1.5768028265190446,1.40368,0.12734523421134594,0.012236932871837325,2.5609105192033472,0.52112978469123927,1016.7256884962977,606.06563793842179,0.028222277417279406,0.80000000000000004,3.1000000000000014
inf,1.5365979638643057,1.4758,0.060797963864305804,0.0049645192381404038,3.0948731160305765,0.099055335045163714,738.39996882463413,254.6395396064849,0.0051734176876410357,0.20000000000000001,3.2000000000000015,1.319687695729231,1.3196876957292309,1.319687695729231,0.0,373307.56782434636,373307.56782434636,373307.56782434636,0.0,2.0,1.0,3.2000000000000015,1.45593,1.3748607393427754,1.31932,0.041822734196849946,0.027950786362529633,0.53290687577868379,2.4099180439335179,0.19678329612363082,305.89806739691625,252.96129212307264,1332.87302766423,0.12623376637130118,1.0,3.2000000000000015,1.48126,1.3848043282284654,1.28195,0.068534862858896733,0.043277468704956287,1.3913353259148162,1.2439232682696328,0.48460682086342033,125.17354328431557,66.113378522446084,1867.9306318830138,1.1858938035903486,1.0,3.2000000000000015,1.4345,1.3578224554650564,1.2769131262135922,0.049934865716611675,0.028098793801036831,0.56335438134275972,0.65008478845213136,0.13702653848302787,309.11038757109594,258.76649917902461,1305.1962558089945,0.087320347316362873,1.0,3.2000000000000015,inf,1.7955066666666666,1.58729,0.14735417296055403,0.0010342836134391471,3.1970835552626973,0.0017274360006702769,401.12474592465719,50.622620005630317,0.0012579064159535028,0.29999999999999999,3.2000000000000015,2.52751,2.035174,1.76608,0.22846556971237475,104.99695670538161,1.0,3.2000000000000015,1.64975,1.4376982474074691,1.14695,0.16003444415920953,260.58676842500898,1.0,3.2000000000000015,2.62329,2.0716619999999999,1.59868,0.34120485948473822,178.21140834355657,1.0,3.2000000000000015,1.59601,1.37704750780167,1.17209,0.13931772469452994,729.94774742391473,1.0,3.2000000000000015,1.5982795616804715,1.4840715985129704,1.35926,0.074018541707527391,0.012166823565565933,2.752855980838496,0.43011346888187652,993.31547402323486,399.42348900058312,0.005285439423273244,1.0,3.2000000000000015,inf,1.6370257142857143,1.49455,0.16855367511839772,0.0092495248560283232,2.8812911103810803,0.30672431846086318,894.09351473699974,463.37471154564776,0.020529384224675408,0.69999999999999996,3.2000000000000015,inf,1.5765488888888888,1.40368,0.12522881213065273,0.012731072646421638,2.6205447462148177,0.56067638550898335,1051.971639931561,628.60227975532553,0.030154979733121662,0.90000000000000002,3.2000000000000015
inf,1.5563474478680355,1.4758,0.068229741555709808,0.0051560165052158703,3.1873186526729169,0.10637002956088455,765.51912867122519,264.00252902066734,0.0056284908944654929,0.29999999999999999,3.3000000000000016,1.3174388144280569,1.3174388144280569,1.3174388144280569,0.0,387829.21641702513,387829.21641702513,387829.21641702513,0.0,2.0,1.0,3.3000000000000016,1.45593,1.3734515688600135,1.31932,0.041594157385588471,0.028528656185158218,0.53874335844535104,2.5004394384851691,0.19937895058034433,307.8812106984293,254.21154930914059,1356.1428899491616,0.12924413813693689,1.0,3.3000000000000016,1.48126,1.3836823638959868,1.28195,0.068000927144669404,0.044047642144036947,1.4293112842049809,1.2850370879568835,0.50349118699275452,127.15968645165042,66.977172154534244,1899.8227393685852,1.2292203152942645,1.0,3.3000000000000016,1.4345,1.3551118893094392,1.27218,0.048604348078486563,0.028698840999059543,0.56762335170225331,0.67542155449470198,0.13730289582728256,310.28180693184288,259.68254847363175,1331.6032211983729,0.088368924690416475,1.0,3.3000000000000016,inf,1.7955066666666666,1.58729,0.14735417296055403,0.0010629088641493111,3.2969715745500912,0.0018034142930412021,415.28778318847196,51.946127009065798,0.0013073464812697886,0.29999999999999999,3.3000000000000016,2.52751,2.035174,1.76608,0.22846556971237475,95.288606026964089,1.0,3.3000000000000016,1.641534026285335,1.4296461559587872,1.145092147368421,0.15330250153472816,241.77452838482617,1.0,3.3000000000000016,2.62329,2.059910864427049,1.59868,0.32674934223353774,202.21643549681025,1.0,3.3000000000000016,1.59601,1.3768506703671093,1.17209,0.13932657245648486,675.06050079709644,1.0,3.3000000000000016,1.57487,1.4749220631962048,1.35926,0.063467010894516743,0.012501345903540276,2.8231476223209926,0.45927010451852474,1026.0256626003033,412.95585046871668,0.0054847276119377895,1.0,3.3000000000000016,inf,1.6369841313787654,1.49455,0.16858694495050627,0.0096430288187065744,2.9551908081555789,0.3322719096297988,928.18393408805639,482.29526589246234,0.021524734805162461,0.69999999999999996,3.3000000000000016,inf,1.5765488888888888,1.40368,0.12522881213065273,0.013230977337161198,2.6780463930299976,0.60232992853386103,1087.3929879020056,651.24115689726852,0.031308857952184362,0.90000000000000002,3.3000000000000016
inf,1.5643050000000001,1.4758,0.059771553643853025,0.005341977755089454,3.2797919627050129,0.11365870395342095,792.3934683246863,273.27790857520688,0.0060866915952301924,0.40000000000000002,3.4000000000000017,1.3151899331268828,1.3151899331268828,1.3151899331268828,0.0,402350.8650097039,402350.86500970391,402350.8650097039,0.0,2.0,1.0,3.4000000000000017,1.45593,1.3722498790621753,1.31932,0.041259751518643237,0.029105824418479871,0.54439210737123866,2.592721030335603,0.2003233790725627,309.41794863768257,255.39430269614817,1380.0526162401604,0.1316576595943485,1.0,3.4000000000000017,1.4787749065800162,1.3832021178361233,1.28195,0.067575704336847661,0.044852548938002584,1.4679169613395588,1.3285388791944182,0.51929302577107028,128.96345265307252,67.59412853224282,1932.5676806690656,1.2676733082823435,1.0,3.4000000000000017,1.4345,1.3547256318804908,1.2713772388515578,0.048751990517015634,0.029291166954977799,0.57148159080552841,0.70129972093526327,0.13751418540982871,311.43739729653174,260.64202925689438,1358.1236338643173,0.089495180477957681,1.0,3.4000000000000017,inf,1.7955066666666666,1.58729,0.14735417296055403,0.0010911842125926345,3.3968534242209918,0.0018881892564028373,432.012351148829,53.281388295293063,0.0013629260342405307,0.29999999999999999,3.4000000000000017,2.52751,2.035174,1.76608,0.22846556971237475,91.486069000873357,1.0,3.4000000000000017,1.565810766242353,1.4171222075200389,1.1441726039505729,0.14129426207549911,231.28252674434958,1.0,3.4000000000000017,2.62329,2.0476719999999999,1.59868,0.31520032899094497,94.965429942097501,1.0,3.4000000000000017,1.59544,1.3742572127340025,1.17209,0.13829896319745053,663.11156898411002,1.0,3.4000000000000017,1.57487,1.4659777326193146,1.35926,0.060839394829125031,0.012858824891188506,2.8913224591834483,0.49051215403830384,1057.2931442831464,426.36861999742689,0.0056803104475221296,1.0,3.4000000000000017,inf,1.6369214285714284,1.49455,0.16863721639988619,0.010011346718937573,3.0299752549781749,0.35696068743297543,960.67071162870002,500.25982719340635,0.022518835613883272,0.69999999999999996,3.4000000000000017,inf,1.5577270441355497,1.40368,0.097907761691806955,0.013730317722451774,2.7349118666311583,0.64462843890473709,1123.4687745004917,673.68982192219096,0.03306623636655999,0.90000000000000002,3.4000000000000017
inf,1.563368053204353,1.4720522128174123,0.061164705387920265,0.0055403657621771194,3.3715188710521047,0.12167193049897114,818.72387418360881,283.51777715089628,0.0064262111140596986,0.40000000000000002,3.5000000000000018,1.3129410518257087,1.3129410518257087,1.3129410518257087,0.0,416872.51360238274,416872.51360238274,416872.51360238274,0.0,2.0,1.0,3.5000000000000018,1.45593,1.3705779702313265,1.31932,0.040472655679284361,0.029683920366529414,0.54949922242243809,2.6866402796995623,0.20033130518203487,310.72919927803758,256.61253310582367,1404.894309977537,0.13342777172739445,1.0,3.5000000000000018,1.47838,1.381718066243933,1.28195,0.066347431197986015,0.045621436948462844,1.5116396411235227,1.3714484280925769,0.5306318660588879,131.50170247406555,68.585910329849895,1963.899164346924,1.3064819166526809,1.0,3.5000000000000018,1.4345,1.3536705971232343,1.26936,0.048976266911894176,0.029859633998008811,0.5764215209976854,0.7273966849941661,0.13796875662304003,313.31377789020502,262.245759230104,1384.3367739547041,0.091362745167203871,1.0,3.5000000000000018,inf,1.7955066666666666,1.58729,0.14735417296055403,0.001119476751006241,3.4967411103525903,0.0019667004021889666,447.01416702835456,54.450013325013245,0.0014330486465249281,0.29999999999999999,3.5000000000000018,2.52751,2.035174,1.76608,0.22846556971237475,114.53794006084395,1.0,3.5000000000000018,1.5553637808001415,1.4085778414786629,1.143710099532114,0.13489419706311448,238.10816655820977,1.0,3.5000000000000018,2.4508698911830296,2.0304299891183026,1.59868,0.28666566974404112,215.49935996882647,1.0,3.5000000000000018,1.5906813379522702,1.3678631288450585,1.17209,0.13258495398165449,689.80233353278072,1.0,3.5000000000000018,1.57487,1.457621035322777,1.35926,0.064105539842814266,0.013238565233450609,2.9569865330361145,0.5242354020006037,1090.1746104535337,440.76050746686906,0.0059023055405064669,1.0,3.5000000000000018,inf,1.6357533221599216,1.493373255119453,0.16959644470899701,0.010433103160263048,3.1014936627336103,0.38485018198270232,993.81483086667777,518.10496924185315,0.023442808537300096,0.69999999999999996,3.5000000000000018,inf,1.5237395155137772,1.36608,0.10267562031206497,0.014238356827940729,2.7899270151855102,0.68876519472986819,1159.4791674967819,696.72078611737027,0.035633837262473232,0.90000000000000002,3.5000000000000018
inf,1.5630200000000001,1.47066,0.061685088554690397,0.0057412663480764384,3.4628670628991793,0.13006320901070781,845.14073991377461,294.07045027490801,0.0067078771419676149,0.40000000000000002,3.600000000000002,1.310692170524535,1.3106921705245349,1.310692170524535,0.0,431394.16219506157,431394.16219506157,431394.16219506157,0.0,2.0,1.0,3.600000000000002,1.45593,1.3692034126231303,1.31932,0.041499855128053535,0.030248054255962321,0.55423880440097451,2.7809492315814639,0.20033945927763588,311.54265036586946,257.27789297805487,1429.9430284806833,0.13499868715373192,1.0,3.600000000000002,1.4759735298346512,1.3808479135464875,1.28195,0.065806468277958136,0.046616915880219142,1.5571018446165263,1.423596528679187,0.53141693833194936,132.78971559387983,69.523050025073914,2001.8211334889115,1.3354730275396438,1.0,3.600000000000002,1.4345,1.3534600000000001,1.26936,0.048966428907977359,0.030433697984213311,0.57934289717827381,0.75366817685357101,0.13803837999999999,313.5,262.39999999999998,1410.1502796707766,0.09211704253928793,1.0,3.600000000000002,inf,1.7997655982797336,1.58729,0.12782548537799884,0.0011446934072718768,3.5966268208876335,0.0020498751725741447,462.0310191314332,55.715063688047238,0.0015036015596397664,0.40000000000000002,3.600000000000002,2.5215894385432445,2.0272627944425592,1.76608,0.21891050597829673,104.14581106873649,1.0,3.600000000000002,1.5543404601861426,1.4003006511649136,1.1431289768628485,0.1311313385493745,242.2336287963557,1.0,3.600000000000002,2.36176,2.0067750000000002,1.59868,0.25946527741684428,193.50973390798444,1.0,3.600000000000002,1.5539915765973817,1.3436694647731564,1.17209,0.1112887228056046,683.3670017892133,1.0,3.600000000000002,1.57487,1.4566110000000001,1.35926,0.065024852087490384,0.013593668414554793,3.0222493703568531,0.55837835216261589,1124.5741556949433,455.6352516052392,0.0061167882213706559,1.0,3.600000000000002,inf,1.6243401222281268,1.45,0.17702381572889267,0.010852112124227913,3.1720829651496638,0.41365368040643241,1028.9419677885937,535.96563337696284,0.024960339161263376,0.69999999999999996,3.600000000000002,inf,1.5037570842470744,1.36608,0.093963173255417656,0.014746481529609895,2.8438305632298935,0.73399822118548141,1195.2526196702597,719.09819720490464,0.037934049150643939,0.90000000000000002,3.600000000000002
inf,1.5627998434889969,1.4697793739559881,0.062015021304362053,0.0059647315116893784,3.5529562919220559,0.13968320407559279,872.77381095149883,304.88898807059013,0.0069963689758210396,0.40000000000000002,3.700000000000002,1.3084432892233608,1.3084432892233608,1.3084432892233608,0.0,445915.81078774034,445915.81078774034,445915.81078774034,0.0,2.0,1.0,3.700000000000002,1.45593,1.3683310996503497,1.31932,0.042049396423603634,0.030820628948291913,0.55848182538783087,2.875219229322787,0.20077242090909092,312.02619262828557,257.58889659098952,1453.3357910268737,0.13675262180774631,1.0,3.700000000000002,1.4716600862688711,1.3798232158384101,1.28195,0.065660482692900923,0.047544509139690404,1.6007103157772398,1.475515596749073,0.53448596211944466,134.36053582450131,70.699851920740869,2038.4651338385524,1.3656919188860506,1.0,3.700000000000002,1.4345,1.3515875464898677,1.2645940506522235,0.050788902095990983,0.030993458951194552,0.58387050815643382,0.77796714163350866,0.13872786108327986,314.49297066409588,263.09213272034674,1433.7092209758252,0.0936857783269959,1.0,3.700000000000002,inf,1.7890838475064614,1.58729,0.12809643646316143,0.0011621795229739998,3.696526627874976,0.0021284743535351313,475.61289556024894,56.868600305151766,0.0015714609769223436,0.40000000000000002,3.700000000000002,2.3882434597875544,2.0060763459787556,1.76608,0.1823120939113132,94.655666975780846,1.0,3.700000000000002,1.55398,1.393988250895609,1.1429647256179174,0.12966142548507345,236.13094656639842,1.0,3.700000000000002,2.36176,2.0067750000000002,1.59868,0.25946527741684428,111.8959985957797,1.0,3.700000000000002,1.481441717219965,1.3168148066768599,1.17209,0.090369969370528588,674.46804444818599,1.0,3.700000000000002,1.57487,1.4541205023428501,1.3571837059677543,0.066295908442438767,0.013973297596110615,3.0845842530741163,0.59540999029098507,1159.0678416943013,470.37926585402636,0.0063481592613262774,1.0,3.700000000000002,inf,1.623067142857143,1.45,0.17756252433714606,0.011276260235670738,3.2411745500668943,0.44394329035230012,1064.0375619326287,555.25403809719592,0.025957565501765468,0.69999999999999996,3.700000000000002,inf,1.4854494332791015,1.36608,0.079804744870858674,0.01524956281964476,2.8967613762839197,0.78018858504952304,1231.1725481698202,741.30038587471449,0.040067705286243829,0.90000000000000002,3.700000000000002
inf,1.562225,1.46748,0.062879238425731621,0.0061717398471438064,3.6436017597311166,0.14877259534567192,900.68581514386278,314.86881099643506,0.0073286106642643737,0.40000000000000002,3.800000000000002,1.3061944079221868,1.3061944079221868,1.3061944079221868,0.0,460437.45938041917,460437.45938041917,460437.45938041917,0.0,2.0,1.0,3.800000000000002,1.45593,1.3672692477587611,1.31932,0.042695901174727983,0.031383346740514753,0.56309347647435781,2.9682779332582467,0.201948617339924,312.80188946981366,257.99975499324853,1476.2420855468404,0.13916219761671061,1.0,3.800000000000002,1.47123,1.3786674873443838,1.28195,0.066430252089104608,0.048294941492950272,1.6461318245135288,1.5203750071563171,0.54307351335139731,135.58996043900066,71.284072020996916,2069.601787916939,1.4009113043520103,1.0,3.800000000000002,1.4345,1.348695,1.26065,0.053975498747116733,0.031530575836764441,0.58930489014655962,0.80236116389401624,0.14031608000000001,316.11977655252468,264.11977655252468,1457.0689991765969,0.095799162236947885,1.0,3.800000000000002,inf,1.779325,1.58729,0.13065404021690252,0.0011801062665057615,3.7964337658633283,0.0021999743414700531,488.76070346471249,57.897598092653155,0.0016394442255613679,0.40000000000000002,3.800000000000002,2.38691,2.0059429999999998,1.76608,0.18203279572923112,95.1090519003683,1.0,3.800000000000002,1.55398,1.3902353974243935,1.14266,0.12986177724962844,234.89798578100618,1.0,3.800000000000002,2.36176,2.0067750000000002,1.59868,0.25946527741684428,81.914167517416004,1.0,3.800000000000002,1.441538704489077,1.3007080304928791,1.17209,0.078019230190737351,682.10000000000002,1.0,3.800000000000002,1.57487,1.4511058495402618,1.35583,0.066628618229385567,0.01435271191698507,3.146581015380336,0.63278222448244681,1192.0214357355794,484.69700863108091,0.0065762237654135164,1.0,3.800000000000002,inf,1.623067142857143,1.45,0.17756252433714606,0.011682153738850785,3.3102220352232288,0.47432130871291839,1100.4179079410624,574.93349174691355,0.02692127214168797,0.69999999999999996,3.800000000000002,inf,1.4750728301311018,1.36608,0.080981838302622525,0.015734493560616843,2.9494963530543279,0.82658617041652893,1267.396195072695,763.5998325750495,0.042171400488151101,0.90000000000000002,3.800000000000002
inf,1.562225,1.46748,0.062879238425731621,0.0063966972737957315,3.7335542188982438,0.15853850647749676,928.10040875275195,325.15206558713345,0.0075593019640472839,0.40000000000000002,3.900000000000002,1.3039455266210127,1.3039455266210127,1.3039455266210127,0.0,474959.107973098,474959.107973098,474959.107973098,0.0,2.0,1.0,3.900000000000002,1.45593,1.3671904648193425,1.31932,0.042752937835312012,0.031921537482617182,0.56816528645048048,3.059943493460886,0.20434403413018432,314.32984191738001,258.81342812100252,1499.2816622468688,0.14238309323733581,1.0,3.900000000000002,1.47123,1.3775362441382963,1.28195,0.067210824211954345,0.048994356997271941,1.689427603816481,1.5600952687230305,0.55674825395307104,136.99689960560451,71.802512074017699,2096.6346156610616,1.4464564582591901,1.0,3.900000000000002,1.4345,1.3486747132775632,1.26065,0.053990848694342473,0.032070464083135353,0.5928353902790382,0.82941761602537434,0.14034668466485734,316.38861403580034,264.36157661701913,1482.4919797253219,0.097277896350063828,1.0,3.900000000000002,inf,1.779325,1.58729,0.13065404021690252,0.0012054863638799045,3.8963383304889505,0.0022642298168390131,501.55165953449875,58.866732281299491,0.0016948520981821809,0.40000000000000002,3.900000000000002,2.38691,2.0059429999999998,1.76608,0.18203279572923112,92.843349736662248,1.0,3.900000000000002,1.55398,1.3826974891090706,1.14266,0.12615166773552905,241.40924836224585,1.0,3.900000000000002,2.36176,2.0067750000000002,1.59868,0.25946527741684428,83.699178440462759,1.0,3.900000000000002,1.4317003588403039,1.2941564885776971,1.17209,0.075433010806813125,681.38691703057043,1.0,3.900000000000002,1.57487,1.4485489321266969,1.35583,0.066575772500353583,0.014711264071476521,3.209118010137594,0.66964605495812379,1224.1650719653503,499.25822305729861,0.006807878249585779,1.0,3.900000000000002,inf,1.5976680282720228,1.45,0.13002464264244715,0.012084106396557031,3.3783240556848471,0.50565088040875517,1135.1847737960743,594.29543876348419,0.028330820368981269,0.69999999999999996,3.900000000000002,inf,1.4678078798626086,1.36608,0.071430400996079155,0.016227308616151907,3.0013410114666548,0.87385333727726877,1301.3064117029858,784.89223686831576,0.043970186313673491,0.90000000000000002,3.900000000000002
inf,1.562225,1.46748,0.062879238425731621,0.0066185651296504864,3.8232356880472773,0.16856926253750434,958.2759114289529,335.79510088133577,0.0079188368170341507,0.40000000000000002,4.000000000000002,1.3016966453198389,1.3016966453198389,1.3016966453198389,0.0,489480.7565657767,489480.75656577671,489480.7565657767,0.0,2.0,1.0,4.000000000000002,1.45593,1.3653794610548375,1.31932,0.0431287196853678,0.032445868811454247,0.573428263401069,3.1504321733302167,0.20775647987769341,316.87917011178888,260.29533936492237,1521.5868703215663,0.14620557648090043,1.0,4.000000000000002,1.47118,1.3759748884255285,1.28195,0.067211120746870232,0.049611187580343837,1.7297620636163722,1.5967025001093327,0.57637124419751173,138.69695404442561,72.304885409051082,2121.0990878084717,1.4954815213998911,1.0,4.000000000000002,1.4345,1.3481968981010428,1.26065,0.054490757331534814,0.032640421137355172,0.59627617303470204,0.85468948838493097,0.14068004137668028,317.03689795563957,264.71844897781978,1505.8273865712495,0.098362817855484799,1.0,4.000000000000002,inf,1.779325,1.58729,0.13065404021690252,0.0012352716591054011,3.9962278665876978,0.0023413912714561691,515.4632869964496,60.046032390880804,0.0017518515026775042,0.40000000000000002,4.000000000000002,2.38691,2.0059429999999998,1.76608,0.18203279572923112,104.92290010595528,1.0,4.000000000000002,1.55398,1.3780949613917586,1.1426433740191806,0.1231490675332189,249.98719608331277,1.0,4.000000000000002,2.36176,2.0067750000000002,1.59868,0.25946527741684428,209.5309455219429,1.0,4.000000000000002,1.4217490599938303,1.291321302139963,1.1720849044857582,0.07354651775886982,734.36759079376941,1.0,4.000000000000002,1.57487,1.4459452172474567,1.35583,0.066961592656846758,0.015066084785730575,3.2701991085974145,0.70796618931080213,1256.8268188858315,513.56913696841389,0.0070307964569683492,1.0,4.000000000000002,inf,1.5503731935982539,1.45,0.10135631836661176,0.01251545478302114,3.4434027988920564,0.53994482535067811,1168.8143270262849,613.58911431992476,0.030276452744058407,0.69999999999999996,4.000000000000002,inf,1.4628266666666667,1.36608,0.063647351869500435,0.016719047625943829,3.0518035439527549,0.92251959015730445,1336.7877206637786,807.09885387670022,0.045332377223043674,0.90000000000000002,4.000000000000002
