a=1,b=10
ellipse_atlas_x
r theta
1.0 -1.14974336999
1.0 -1.13713611238
1.0 -2.42655515
1.0 0.109447150576
1.0 0.951385988565
1.0 1.64696615146
1.0 2.08478778952
1.0 -1.55397580106
1.0 -0.88026958169
1.0 -1.37387503435
1.0 -1.96519078998
1.0 -0.560049078737
1.0 -0.624957120345
1.0 -1.07924167841
1.0 1.25342655695
1.0 1.55443161099
1.0 0.90266701333
1.0 1.12300791372
1.0 -0.117074563884
1.0 0.305076331459
1.0 1.0922766963
1.0 2.44782775655
1.0 1.28090099107
1.0 -2.5200535647
1.0 -1.72785871819
1.0 0.955205496701
1.0 -0.521250059861
1.0 1.69094032731
1.0 1.74866703853
1.0 1.64812949779
1.0 0.996846952356
1.0 1.26205021472
1.0 -0.238564263364
1.0 -1.22699538589
1.0 -1.61639110854
1.0 -2.86104790686
1.0 -0.803082004361
1.0 0.891258633339
1.0 -2.40597687437
1.0 0.503840021331
1.0 2.14990135399
1.0 -1.81473860005
1.0 -0.851308361394
1.0 1.35318142575
1.0 1.54697918556
1.0 1.35104366341
1.0 1.34693368444
1.0 -0.798151825422
1.0 -1.97355908843
1.0 1.85685042603
1.0 2.66905570133
1.0 1.76931395972
1.0 -0.675152380974
1.0 -1.27860284538
1.0 2.19409171357
1.0 0.5679044494
1.0 2.28801298612
1.0 1.26408956659
1.0 0.882213165443
1.0 -1.59523899226
1.0 -0.840462745264
1.0 -0.532716615518
1.0 0.929806308492
1.0 -2.28057600899
1.0 -1.90086716256
1.0 -1.74994774102
1.0 0.737972271924
1.0 1.3502467407
1.0 0.74050794229
1.0 0.654112066058
1.0 -1.0628810569
1.0 0.88185389533
1.0 -0.210068861952
1.0 -0.346673208103
1.0 2.46160687375
1.0 1.28310039234
1.0 1.97554036326
1.0 -2.39553900051
1.0 -1.56158866322
1.0 1.58603701835
1.0 0.972069283793
1.0 -1.89952787007
1.0 -1.93894712589
1.0 -2.92115720224
1.0 1.40157261981
1.0 -0.653412547344
1.0 -1.79148796605
1.0 -0.377097297869
1.0 -1.1987743545
1.0 -2.1093907141
1.0 2.34991484813
1.0 -1.67618736745
1.0 -1.66498387821
1.0 -1.28283551325
1.0 1.59801429171
1.0 0.693880639355
1.0 -1.23701744927
1.0 -2.34106901588
1.0 -1.18476398616
1.0 -1.21511987442
1.0 -1.46245836044
1.0 -2.22242492958
1.0 1.48318078278
1.0 -2.82487048452
1.0 1.59812730144
1.0 -1.48969202157
1.0 2.23451130259
1.0 -2.35049581366
1.0 -1.17445252449
1.0 -1.00865318909
1.0 -1.87474218056
1.0 1.84243952142
1.0 1.19302040321
1.0 1.44325602809
1.0 -2.14917687545
1.0 2.63360222107
1.0 1.07110634107
1.0 -1.16918794813
1.0 2.53282911562
1.0 0.798907242217
1.0 -1.02646415934
1.0 0.581098819463
1.0 -2.58567307155
1.0 -1.39803471433
1.0 1.49890924979
1.0 -2.30704610352
1.0 1.70596751436
1.0 -0.775147454736
1.0 0.734968898608
1.0 1.93079612352
1.0 -2.12843478899
1.0 -1.22994202809
1.0 -2.68280190942
1.0 1.65552511726
1.0 2.67874564993
1.0 0.678235837738
1.0 -1.34960372227
1.0 1.75779070432
1.0 -2.04347080858
1.0 -1.86634332728
1.0 2.08577753519
1.0 -0.919769806657
1.0 0.704825062433
1.0 -1.44735930076
1.0 1.5748838515
1.0 1.05371424873
1.0 -1.70197024459
1.0 -1.98316070329
1.0 0.22702297005
1.0 0.398814961871
1.0 0.783045334815
1.0 -2.79130706231
1.0 -1.29473387241
1.0 -1.24701912538
1.0 0.432599607993
1.0 0.323361102736
1.0 1.96279718936
1.0 -1.00240861004
1.0 -1.33317020149
1.0 -2.42489699081
1.0 -2.75031395731
1.0 0.487877407808
1.0 1.89875748907
1.0 1.79195939052
1.0 -1.59647642997
1.0 -1.22069807688
1.0 -1.63964557383
1.0 1.31729476986
1.0 2.14793520245
1.0 -2.02719791354
1.0 1.79700747799
1.0 3.11491599314
1.0 1.50705357089
1.0 -2.15260409825
1.0 1.35852395612
1.0 1.66489436554
1.0 -1.59238060206
1.0 1.78125735021
1.0 -2.60368905522
1.0 -1.75736224293
1.0 -2.02674708855
1.0 1.89630453318
1.0 -2.38739748014
1.0 0.482214055325
1.0 -1.08753734545
1.0 1.97220034725
1.0 -2.74729162563
1.0 -1.87519805417
1.0 -0.83960660721
1.0 -2.3745359972
1.0 2.15322460008
1.0 1.25025606452
1.0 2.31417213315
1.0 -1.95365070472
1.0 -1.35352594623
1.0 2.61180122816
1.0 -1.64615189599
1.0 2.25747786859
1.0 -1.68752928523
1.0 0.502416476359
1.0 -1.57076130337
1.0 -0.986593684016
1.0 1.01070115558
1.0 2.95126903904
1.0 1.48030328668
1.0 1.20610755674
1.0 1.95765430953
1.0 -2.62682105535
1.0 -2.00683269939
1.0 2.3560547667
1.0 -1.38126950157
1.0 -1.07828199319
1.0 1.35367932059
1.0 1.64091651969
1.0 2.50265144607
1.0 -2.08455592382
1.0 -1.8798871621
1.0 -1.55105900098
1.0 2.42281855575
1.0 -1.31273492305
1.0 2.59974603844
1.0 -1.49956083571
1.0 2.18297218575
1.0 -1.18721052294
1.0 1.68966957109
1.0 -1.14075711969
1.0 -1.69173871681
1.0 -1.76359426235
1.0 -0.427540279356
1.0 -1.85596083058
1.0 0.532225644506
1.0 -1.73583548795
1.0 -1.81360222982
1.0 -2.28889270052
1.0 1.99318263162
1.0 0.597713233919
1.0 -1.37607658203
1.0 1.72459731048
1.0 0.586099095854
1.0 1.31107958875
1.0 -2.73530848114
1.0 -1.4176889742
1.0 -0.889748075673
1.0 2.44462870775
1.0 2.52836464155
1.0 -1.35139303012
1.0 -2.47079501111
1.0 0.529566909381
1.0 -2.00885375633
1.0 1.69417407214
1.0 -2.22682804325
1.0 1.79203559792
1.0 0.691694056925
1.0 -0.787700093758
1.0 0.304262072361
1.0 0.716352390263
1.0 0.93045874234
1.0 -1.10476186524
1.0 1.32849007061
1.0 0.323031493213
1.0 1.78927461822
1.0 0.474047158903
1.0 2.26559467969
1.0 -0.830990751715
1.0 -1.27157770289
1.0 0.222611554763
1.0 2.24756419595
1.0 1.00447500884
1.0 2.56401747732
1.0 1.07697207539
1.0 -1.52894596657
1.0 -0.173402521811
1.0 1.16095035515
1.0 -1.88351730048
1.0 0.298139541268
1.0 0.653702156238
1.0 -1.11524932891
1.0 -1.11462383577
1.0 2.52750685624
1.0 0.805309301398
1.0 1.13128638597
1.0 2.75234731585
1.0 0.367422256136
1.0 1.56731866293
1.0 2.54278316712
1.0 2.21363981027
1.0 2.06979533012
1.0 1.95277982741
1.0 -0.735476106057
1.0 -1.4161996209
1.0 2.29536214583
1.0 -1.51633735695
1.0 0.513172402078
1.0 2.15242935417
1.0 -2.6944792973
1.0 1.86551085673
1.0 -1.51726244995
1.0 1.24581499025
1.0 -2.3102031269
1.0 1.26329350801
1.0 1.46766611379
1.0 1.91477097546
1.0 -1.04994004668
1.0 1.58094344887
1.0 0.533672388405
1.0 1.4988389303
1.0 -1.04624429162
1.0 -0.521961505099
1.0 1.50655394288
1.0 -2.02756068281
1.0 -0.771557625741
1.0 0.647558625809
1.0 1.95829977773
1.0 1.58002407406
1.0 1.05222690351
1.0 -1.80498827589
1.0 2.42138743325
1.0 -2.22008039312
1.0 -0.272754360093
1.0 -1.273153429
1.0 0.905344695935
1.0 -1.68044471237
1.0 1.04964435862
1.0 1.5081317596
1.0 -1.22052592846
1.0 -0.551300663472
1.0 -2.5071925988
1.0 2.28729885996
1.0 -1.01783278756
1.0 0.326650282367
1.0 0.991796382715
1.0 1.34907917141
1.0 1.91413036958
1.0 -2.24266426225
1.0 2.14574276057
1.0 -0.976435267066
1.0 -1.04874900027
1.0 1.16361092267
1.0 2.22348996488
1.0 1.93543302009
1.0 -2.71856289187
1.0 2.28162949347
1.0 -2.5541588923
1.0 2.30105690145
1.0 1.86836590331
1.0 -1.56232684415
1.0 2.3321980782
1.0 1.33877016082
1.0 2.48438958501
1.0 1.29987548436
1.0 2.72587596384
1.0 1.33405859173
1.0 1.21931497454
1.0 1.90286156446
1.0 -1.97789646296
1.0 2.66468790514
1.0 1.3315008228
1.0 2.65326561219
1.0 1.97464520885
1.0 -2.29444077224
1.0 2.29635258007
1.0 -1.73450042487
1.0 -2.11290244535
1.0 -1.61986797353
1.0 0.562326953459
1.0 -1.2482968921
1.0 -2.30470204151
1.0 1.69076176959
1.0 -2.44182809269
1.0 -0.825042136285
1.0 1.09718538351
1.0 1.44066078018
1.0 1.66645492655
1.0 -1.14882779756
1.0 0.872439199997
1.0 0.858533792579
1.0 -2.87355410914
1.0 -1.93872658217
1.0 -1.36030979579
1.0 -1.52063719069
1.0 1.27298955067
1.0 -2.46816052615
1.0 -2.71365684964
1.0 -1.21657686443
1.0 -1.92552874602
1.0 2.65944306096
1.0 2.25611275029
1.0 -1.22052933671
1.0 -1.82767321094
1.0 -2.09370132316
1.0 -0.874752012551
1.0 2.43809117108
1.0 1.0386138754
1.0 -2.87425319763
1.0 -2.54088694781
1.0 -1.91100233776
1.0 1.9603348712
1.0 2.01005394196
1.0 -1.47141837099
1.0 -2.81579384331
1.0 1.13777982769
1.0 0.291669679562
1.0 0.497266159255
1.0 0.178435167557
1.0 -0.444349723305
1.0 -2.56270868113
1.0 -0.104940923786
1.0 -1.57446881741
1.0 0.498048587619
1.0 -0.734583057587
1.0 0.790728003008
1.0 1.6493539149
1.0 -1.8104846123
1.0 -1.85509653034
1.0 1.08866884285
1.0 -2.02137261362
1.0 0.528955830006
1.0 -2.44497029521
1.0 1.0756617185
1.0 1.00194939849
1.0 1.20501534661
1.0 -1.21195898043
1.0 -2.82571471768
1.0 2.12542082593
1.0 -0.525463736313
1.0 -2.29271052901
1.0 0.386122432457
1.0 -0.691113652686
1.0 0.988847595053
1.0 2.30421293677
1.0 -2.6515825036
1.0 -2.29078584751
1.0 2.11528279251
1.0 -1.12119368593
1.0 2.09045331835
1.0 0.780999335981
1.0 1.8745640339
1.0 -1.08285023354
1.0 -1.91014162227
1.0 1.276088567
1.0 -2.84534555384
1.0 -2.41944447409
1.0 0.473272878258
1.0 2.42538948196
1.0 0.848847996215
1.0 1.19132732636
1.0 0.67498878605
1.0 1.72613786429
1.0 -1.95361546316
1.0 -1.50308451602
1.0 -1.74811924921
1.0 -1.95634033307
1.0 2.10516141744
1.0 2.48187976275
1.0 -1.72455495498
1.0 1.25190215478
1.0 -1.41347674807
1.0 -1.77660807397
1.0 -2.72492554892
1.0 -1.96818255481
1.0 1.66995607262
1.0 1.63357614774
1.0 -0.786871698435
1.0 -1.14748019141
1.0 1.78460487595
1.0 1.81497263115
1.0 -1.00215439192
1.0 -2.73222374674
1.0 2.18278485368
1.0 0.789445624716
1.0 -1.35381604593
1.0 1.32659171564
1.0 2.60149772649
1.0 2.77774189686
1.0 -1.61572621042
1.0 -0.935439126448
1.0 1.94671441756
1.0 -0.393998984689
1.0 -1.82490149944
1.0 1.15663851474
1.0 -2.77487976965
1.0 0.785722433102
1.0 -2.59903402105
1.0 -2.24207183203
1.0 -1.3034698962
1.0 0.303110186924
1.0 2.23151817897
1.0 2.2438650353
1.0 2.6111539037
1.0 -2.06760288154
1.0 0.699034533753
1.0 -0.761466253171
1.0 -1.16082579372
1.0 -0.854429802687
1.0 1.89583603265
1.0 1.31569379656
1.0 -2.43578097208
1.0 1.32542820292
1.0 1.71849718491
1.0 -0.867103371515
1.0 -1.88552873187
1.0 1.51746995471
1.0 1.5266833813
1.0 1.46410463369
1.0 1.07600370856
1.0 -2.95572455249
1.0 -1.28946873864
1.0 2.71986001326
1.0 -2.0453319393
1.0 1.86509134722
1.0 0.580251304024
1.0 1.85740772076
1.0 -2.40665029238
1.0 -1.88909468031
1.0 1.01871636144
1.0 1.12502885983
1.0 -2.26836867737
1.0 1.91764000306
1.0 1.45570853161
1.0 2.05295790381
1.0 0.615544338908
1.0 3.07765126094
1.0 1.54644379304
1.0 2.67927726802
1.0 1.62601586697
1.0 -1.54281268568
1.0 1.71571743478
1.0 0.721598618033
1.0 2.36465908529
1.0 -0.843875763719
1.0 -1.72206872059
1.0 0.82451770901
1.0 1.21183231332
1.0 2.48655718961
1.0 -1.9493485218
1.0 -1.15060832225
1.0 -1.07722408797
1.0 1.68882552547
1.0 1.87293498925
1.0 -1.30693416958
1.0 1.39316297989
1.0 -1.8493511122
1.0 -0.812589117228
1.0 2.13388100152
1.0 -1.77397760831
1.0 -1.01849013056
1.0 -0.977028855345
1.0 0.0504233394964
1.0 1.34804251735
1.0 0.44481643245
1.0 -0.976808613102
1.0 1.67159455502
1.0 1.67507635392
1.0 1.32720294952
1.0 1.14506866093
1.0 1.61770003561
1.0 -1.79149406222
1.0 2.20087039923
1.0 -1.3410067921
1.0 -0.74166804476
1.0 1.4903135106
1.0 -1.81489271062
1.0 -1.44527131919
1.0 2.67981657199
1.0 -1.48620488339
1.0 0.416087704648
1.0 1.90783215011
1.0 0.604655068457
1.0 2.31624314671
1.0 1.52720780831
1.0 -2.50446707266
1.0 3.09374381943
1.0 -1.83720037131
1.0 -2.81898197301
1.0 -2.41525541991
1.0 2.12377831265
1.0 0.652403838445
1.0 1.39954887703
1.0 2.3368466584
1.0 1.57527855044
1.0 -1.79642302196
1.0 2.11783008266
1.0 -1.42738191064
1.0 0.76899888675
1.0 2.91199749259
1.0 1.72644110211
1.0 -2.08846817658
1.0 1.57855519908
1.0 2.20170378144
1.0 -1.73368505225
1.0 -2.86392392986
1.0 2.3459013277
1.0 -0.978920110068
1.0 0.955574263812
1.0 -2.2689862226
1.0 -2.12063844956
1.0 0.492297752785
1.0 1.61669258369
1.0 -2.309694408
1.0 2.11016858525
1.0 -1.43526004161
1.0 -1.47655555017
1.0 -2.22498198392
1.0 -2.3712650364
1.0 -1.34358512803
1.0 -2.51968389629
1.0 -1.32483054064
1.0 -1.98327188551
1.0 0.574256336534
1.0 -2.02083986694
1.0 1.44861129231
1.0 1.20995319131
1.0 -1.13774686395
1.0 1.18520058975
1.0 2.08777897451
1.0 -2.41378020838
1.0 -1.87590626466
1.0 -0.471642201049
1.0 -0.426452520707
1.0 1.00468393366
1.0 0.666627520648
1.0 0.724755695261
1.0 -0.906522635824
1.0 0.951156283046
1.0 -1.66320136166
1.0 2.87797171777
1.0 2.15319385391
1.0 -1.77742763907
1.0 -2.20936974465
1.0 -2.11846685295
1.0 2.14813864309
1.0 -2.50636183014
1.0 0.110552384332
1.0 1.3382823867
1.0 2.56228335488
1.0 1.46990765835
1.0 -1.96683181993
1.0 -1.07081710495
1.0 -2.20246299149
1.0 1.65742465678
1.0 -1.8684841631
1.0 -1.04860932279
1.0 1.49465742805
1.0 -2.42339184953
1.0 -1.05577454849
1.0 0.649886329092
1.0 -0.906606403168
1.0 -2.16796233347
1.0 -1.24373794192
1.0 -0.944348771169
1.0 2.59944117829
1.0 -1.50575986471
1.0 1.35176434419
1.0 1.94854582155
1.0 2.89835067893
1.0 2.54824224833
1.0 2.17719892975
1.0 -2.46134921378
1.0 -1.78185143843
1.0 0.190247740639
1.0 2.44141727425
1.0 -2.34597203649
1.0 -0.180395513041
1.0 -1.98207938908
1.0 -2.47070155751
1.0 1.99872818357
1.0 -2.60992967121
1.0 -1.82286476139
1.0 2.00976194923
1.0 0.647690466641
1.0 -0.880565716542
1.0 -2.59018057661
1.0 -1.1411300368
1.0 1.41337160337
1.0 0.328826054102
1.0 1.94952683297
1.0 -1.14839230454
1.0 -1.12503634091
1.0 -0.459689062175
1.0 1.9630007786
1.0 -0.788624088028
1.0 -1.7119285847
1.0 1.03109164192
1.0 0.673530580585
1.0 2.90310488871
1.0 -1.93385055079
1.0 2.14562363875
1.0 -2.55374030241
1.0 -1.61927122741
1.0 1.51327217367
1.0 2.17107748888
1.0 -2.25384152151
1.0 1.73722330925
1.0 1.17917738797
1.0 -1.80003658053
1.0 -0.981405874075
1.0 2.693769653
1.0 -0.938298462431
1.0 -2.83047272701
1.0 1.86091974954
1.0 0.716704339226
1.0 -1.23083437191
1.0 2.07766689875
1.0 -1.31247241806
1.0 -0.773089624191
1.0 -2.78226630569
1.0 -2.51497833064
1.0 -0.314330354778
1.0 -1.3411483689
1.0 1.49933856073
1.0 1.84535081019
1.0 2.82911403622
1.0 0.408328880787
1.0 -1.17150945335
1.0 2.35176859806
1.0 -1.29509708878
1.0 1.7847799967
1.0 1.77116212611
1.0 1.50596465952
1.0 2.08607232135
1.0 1.29953819545
1.0 1.41297559161
1.0 -1.40472133625
1.0 0.969015495933
1.0 -1.19183787828
1.0 1.15725365364
1.0 1.19314898388
1.0 -1.20511135327
1.0 0.971775085586
1.0 -1.71061054506
1.0 -0.776169518662
1.0 -1.15333829551
1.0 0.286251186075
1.0 2.42507216077
1.0 0.93560883249
1.0 2.65039685006
1.0 -1.46431150016
1.0 -0.98083548822
1.0 0.469912748259
1.0 -1.47783977559
1.0 -2.29280920685
1.0 -1.47714160645
1.0 -1.3489613206
1.0 -1.906199275
1.0 -2.423869702
1.0 -0.513366399789
1.0 -1.30372991659
1.0 0.614664220169
1.0 -2.53067796552
1.0 2.00652299301
1.0 2.23085642637
1.0 -1.4266433942
1.0 1.26354300895
1.0 2.02617317919
1.0 2.23024730098
1.0 -0.762890979166
1.0 1.78275063546
1.0 1.19888704383
1.0 1.64352234176
1.0 -2.2876203194
1.0 1.53503363099
1.0 -1.50641737455
1.0 -0.634500346505
1.0 -1.40288294213
1.0 -2.9147513044
1.0 0.826234872852
1.0 2.08662733414
1.0 -1.08859339782
1.0 1.12655200761
1.0 -1.68929573013
1.0 -1.9856131191
1.0 -1.09932202208
1.0 -2.51200965861
1.0 -1.18674869468
1.0 -2.2146359653
1.0 0.0754483124898
1.0 -2.27517785109
1.0 -2.09239602303
1.0 0.958805818275
1.0 2.54823801681
1.0 1.09295283583
1.0 0.804951825909
1.0 -1.59115923776
1.0 0.930687061734
1.0 0.640356688508
1.0 -2.01195811475
1.0 -1.22189587876
1.0 0.628070363827
1.0 1.28043474805
1.0 -1.20567789354
1.0 0.983847117702
1.0 1.78762643238
1.0 1.0712368397
1.0 2.33398455085
1.0 1.61895796972
1.0 -1.90227019266
1.0 2.30609757276
1.0 -1.23798853154
1.0 1.98548089225
1.0 -0.793430275512
1.0 2.10880458122
1.0 1.76882594239
1.0 2.33730588944
1.0 2.48540235449
1.0 -2.43079113915
1.0 1.6652667536
1.0 0.737546498751
1.0 -0.69146535397
1.0 -1.19895813616
1.0 -2.69310668358
1.0 -2.59755993496
1.0 -1.59368591546
1.0 2.51966039629
1.0 -2.02352099071
1.0 1.79202874601
1.0 -1.98345392577
1.0 -1.52062947064
1.0 1.68539743789
1.0 -2.26664437517
1.0 -2.1923555138
1.0 2.09246711527
1.0 -1.35426276989
1.0 -1.82627890077
1.0 2.03698818951
1.0 2.07206287407
1.0 -2.55674438256
1.0 -0.875451760594
1.0 2.13645092659
1.0 2.20877639184
1.0 -1.21601323619
1.0 1.94844878934
1.0 1.87028212705
1.0 -2.40081247251
1.0 -1.1157020649
1.0 -1.62210182555
1.0 1.58262764145
1.0 1.48212522538
1.0 0.505068136889
1.0 -1.45846843875
1.0 1.53833576553
1.0 -1.34804599018
1.0 -1.49084110565
1.0 2.61561234581
1.0 -1.83960512358
1.0 -0.910059474537
1.0 -0.360256104688
1.0 -2.64759249848
1.0 -1.80259645484
1.0 1.72323852292
1.0 -1.86449829129
1.0 -0.988082565593
1.0 -1.86823208374
1.0 -2.09919874474
1.0 -1.76418052064
1.0 -0.992179505808
1.0 -1.04372255548
1.0 -2.05165782619
1.0 0.471399340441
1.0 -1.65363764162
1.0 -2.09632817061
1.0 -1.69318661009
1.0 0.913492213761
1.0 1.88584542509
1.0 -2.57774580982
1.0 -2.44812082809
1.0 -1.25122476155
1.0 -2.34263148437
1.0 2.25233349062
1.0 -2.12877269142
1.0 -0.88748511114
1.0 -1.18695379675
1.0 -1.3213969183
1.0 2.12588221155
1.0 -0.953032162443
1.0 -2.47326390554
1.0 2.1295432497
1.0 1.24297486517
1.0 1.31851585939
1.0 1.38468846613
1.0 -2.09659984848
1.0 2.97271977333
1.0 -1.73349450032
1.0 0.820165403821
1.0 0.160447694333
1.0 -1.17612583384
1.0 0.474355980492
1.0 1.37073081031
1.0 -2.16828492857
1.0 -1.70072449856
1.0 0.44226188486
1.0 0.814661207956
1.0 1.43894769555
1.0 -0.452251473273
1.0 1.086821666
1.0 -1.52932538197
1.0 -2.05229000556
1.0 -2.48206735643
1.0 -0.803516891667
1.0 1.83270125573
1.0 2.25473176462
1.0 1.59240100369
1.0 -2.51503722475
1.0 2.38850492159
1.0 -1.35460808788
1.0 -1.0403334725
1.0 -1.73857051403
1.0 2.47669202914
1.0 -0.560501857998
1.0 1.52177443211
1.0 -1.50755002818
1.0 0.732666786812
1.0 -2.67898051105
1.0 -0.565475874381
1.0 2.28266296013
1.0 2.05004360207
1.0 -1.51367224577
1.0 -1.40668558116
1.0 1.48048258314
