cnt,Our strategy,var,+stderr,-stderr,cnt,Uniform,var,+stderr,-stderr,
1,0.620357,0,0.620357,0.620357,0,,,,,239
1,0.620357,0,0.620357,0.620357,0,,,,,240
1,0.620357,0,0.620357,0.620357,0,,,,,241
1,0.620357,0,0.620357,0.620357,0,,,,,242
1,0.620357,0,0.620357,0.620357,0,,,,,243
1,0.620357,0,0.620357,0.620357,0,,,,,244
1,0.620357,0,0.620357,0.620357,0,,,,,245
1,0.620357,0,0.620357,0.620357,0,,,,,246
1,0.620357,0,0.620357,0.620357,0,,,,,247
1,0.620357,0,0.620357,0.620357,0,,,,,248
1,0.620357,0,0.620357,0.620357,0,,,,,249
1,0.620357,0,0.620357,0.620357,0,,,,,250
1,0.620357,0,0.620357,0.620357,0,,,,,251
1,0.620357,0,0.620357,0.620357,0,,,,,252
1,0.620357,0,0.620357,0.620357,0,,,,,253
1,0.620357,0,0.620357,0.620357,0,,,,,254
1,0.620357,0,0.620357,0.620357,0,,,,,255
1,0.620357,0,0.620357,0.620357,0,,,,,256
1,0.620357,0,0.620357,0.620357,0,,,,,257
1,0.620357,0,0.620357,0.620357,0,,,,,258
1,0.620357,0,0.620357,0.620357,0,,,,,259
1,0.620357,0,0.620357,0.620357,0,,,,,260
1,0.620357,0,0.620357,0.620357,0,,,,,261
1,0.620357,0,0.620357,0.620357,0,,,,,262
1,0.620357,0,0.620357,0.620357,0,,,,,263
1,0.620357,0,0.620357,0.620357,0,,,,,264
1,0.620357,0,0.620357,0.620357,0,,,,,265
1,0.620357,0,0.620357,0.620357,0,,,,,266
1,0.620357,0,0.620357,0.620357,0,,,,,267
1,0.620357,0,0.620357,0.620357,0,,,,,268
1,0.620357,0,0.620357,0.620357,0,,,,,269
1,0.620357,0,0.620357,0.620357,0,,,,,270
1,0.620357,0,0.620357,0.620357,0,,,,,271
1,0.620357,0,0.620357,0.620357,0,,,,,272
1,0.620357,0,0.620357,0.620357,0,,,,,273
1,0.620357,0,0.620357,0.620357,0,,,,,274
1,0.620357,0,0.620357,0.620357,0,,,,,275
1,0.620357,0,0.620357,0.620357,0,,,,,276
1,0.620357,0,0.620357,0.620357,0,,,,,277
1,0.620357,0,0.620357,0.620357,0,,,,,278
1,0.620357,0,0.620357,0.620357,0,,,,,279
1,0.620357,0,0.620357,0.620357,0,,,,,280
1,0.620357,0,0.620357,0.620357,0,,,,,281
1,0.620357,0,0.620357,0.620357,0,,,,,282
1,0.620357,0,0.620357,0.620357,0,,,,,283
1,0.620357,0,0.620357,0.620357,0,,,,,284
1,0.620357,0,0.620357,0.620357,0,,,,,285
1,0.620357,0,0.620357,0.620357,0,,,,,286
1,0.620357,0,0.620357,0.620357,0,,,,,287
1,0.620357,0,0.620357,0.620357,0,,,,,288
1,0.620357,0,0.620357,0.620357,0,,,,,289
1,0.620357,0,0.620357,0.620357,0,,,,,290
1,0.620357,0,0.620357,0.620357,0,,,,,291
1,0.620357,0,0.620357,0.620357,0,,,,,292
1,0.620357,0,0.620357,0.620357,0,,,,,293
1,0.620357,0,0.620357,0.620357,0,,,,,294
1,0.620357,0,0.620357,0.620357,0,,,,,295
1,0.620357,0,0.620357,0.620357,0,,,,,296
1,0.620357,0,0.620357,0.620357,0,,,,,297
1,0.620357,0,0.620357,0.620357,0,,,,,298
1,0.620357,0,0.620357,0.620357,0,,,,,299
1,0.620357,0,0.620357,0.620357,0,,,,,300
1,0.620357,0,0.620357,0.620357,0,,,,,301
1,0.620357,0,0.620357,0.620357,0,,,,,302
1,0.620357,0,0.620357,0.620357,0,,,,,303
1,0.620357,0,0.620357,0.620357,0,,,,,304
1,0.620357,0,0.620357,0.620357,0,,,,,305
1,0.620357,0,0.620357,0.620357,0,,,,,306
1,0.620357,0,0.620357,0.620357,0,,,,,307
1,0.620357,0,0.620357,0.620357,0,,,,,308
1,0.620357,0,0.620357,0.620357,0,,,,,309
1,0.620357,0,0.620357,0.620357,0,,,,,310
1,0.620357,0,0.620357,0.620357,0,,,,,311
1,0.620357,0,0.620357,0.620357,0,,,,,312
1,0.620357,0,0.620357,0.620357,0,,,,,313
1,0.620357,0,0.620357,0.620357,0,,,,,314
1,0.620357,0,0.620357,0.620357,0,,,,,315
1,0.620357,0,0.620357,0.620357,0,,,,,316
1,0.620357,0,0.620357,0.620357,0,,,,,317
1,0.620357,0,0.620357,0.620357,0,,,,,318
1,0.620357,0,0.620357,0.620357,0,,,,,319
1,0.620357,0,0.620357,0.620357,0,,,,,320
1,0.620357,0,0.620357,0.620357,0,,,,,321
1,0.620357,0,0.620357,0.620357,0,,,,,322
1,0.620357,0,0.620357,0.620357,0,,,,,323
1,0.620357,0,0.620357,0.620357,0,,,,,324
1,0.620357,0,0.620357,0.620357,0,,,,,325
1,0.620357,0,0.620357,0.620357,0,,,,,326
1,0.620357,0,0.620357,0.620357,0,,,,,327
1,0.620357,0,0.620357,0.620357,0,,,,,328
1,0.620357,0,0.620357,0.620357,0,,,,,329
1,0.620357,0,0.620357,0.620357,0,,,,,330
1,0.620357,0,0.620357,0.620357,0,,,,,331
1,0.620357,0,0.620357,0.620357,0,,,,,332
1,0.620357,0,0.620357,0.620357,0,,,,,333
1,0.620357,0,0.620357,0.620357,0,,,,,334
1,0.620357,0,0.620357,0.620357,0,,,,,335
1,0.620357,0,0.620357,0.620357,0,,,,,336
1,0.620357,0,0.620357,0.620357,0,,,,,337
1,0.620357,0,0.620357,0.620357,0,,,,,338
1,0.620357,0,0.620357,0.620357,0,,,,,339
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,340
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,341
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,342
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,343
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,344
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,345
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,346
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,347
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,348
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,349
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,350
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,351
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,352
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,353
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,354
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,355
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,356
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,357
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,358
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,359
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,360
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,361
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,362
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,363
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,364
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,365
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,366
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,367
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,368
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,369
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,370
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,371
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,372
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,373
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,374
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,375
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,376
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,377
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,378
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,379
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,380
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,381
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,382
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,383
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,384
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,385
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,386
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,387
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,388
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,389
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,390
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,391
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,392
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,393
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,394
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,395
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,396
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,397
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,398
2,1.2403,0.384327,1.860241126,0.620358874,0,,,,,399
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,400
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,401
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,402
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,403
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,404
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,405
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,406
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,407
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,408
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,409
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,410
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,411
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,412
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,413
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,414
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,415
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,416
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,417
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,418
2,1.14677,0.277109,1.673181436,0.620358564,0,,,,,419
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,420
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,421
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,422
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,423
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,424
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,425
3,1.40134,0.376641,2.015050844,0.787629156,0,,,,,426
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,427
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,428
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,429
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,430
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,431
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,432
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,433
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,434
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,435
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,436
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,437
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,438
3,1.36511,0.435848,2.025297852,0.704922148,0,,,,,439
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,440
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,441
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,442
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,443
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,444
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,445
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,446
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,447
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,448
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,449
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,450
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,451
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,452
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,453
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,454
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,455
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,456
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,457
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,458
3,1.25837,0.297535,1.803837689,0.712902311,0,,,,,459
3,1.24239,0.291477,1.782276099,0.702503901,0,,,,,460
3,1.24239,0.291477,1.782276099,0.702503901,0,,,,,461
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,462
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,463
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,464
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,465
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,466
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,467
3,1.16027,0.213469,1.622297055,0.698242945,0,,,,,468
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,469
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,470
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,471
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,472
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,473
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,474
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,475
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,476
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,477
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,478
3,1.06326,0.182671,1.490660281,0.635859719,0,,,,,479
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,480
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,481
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,482
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,483
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,484
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,485
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,486
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,487
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,488
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,489
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,490
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,491
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,492
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,493
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,494
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,495
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,496
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,497
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,498
3,1.06257,0.182586,1.489870831,0.635269169,0,,,,,499
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,500
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,501
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,502
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,503
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,504
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,505
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,506
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,507
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,508
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,509
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,510
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,511
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,512
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,513
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,514
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,515
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,516
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,517
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,518
3,0.983687,0.117639,1.326672422,0.640701578,0,,,,,519
3,0.902065,0.138535,1.274267902,0.529862098,1,1.01415,0,1.01415,1.01415,520
3,0.902065,0.138535,1.274267902,0.529862098,1,1.01415,0,1.01415,1.01415,521
3,0.902065,0.138535,1.274267902,0.529862098,1,1.01415,0,1.01415,1.01415,522
3,0.902065,0.138535,1.274267902,0.529862098,2,1.08175,0.00456908,1.14934497,1.01415503,523
3,0.902065,0.138535,1.274267902,0.529862098,2,1.08175,0.00456908,1.14934497,1.01415503,524
